1, 925, 562, 1
2, 923, 442, 1
3, 1027, 94, 1
4, 1093, 17, 1
1, 944, 676, 1
2, 923, 442, 1
3, 973, 219, 1
4, 1085, 20, 1
1, 1097, 714, 1
2, 926, 446, 1
3, 919, 335, 1
4, 1085, 20, 1
1, 1098, 714, 1
2, 854, 482, 1
3, 950, 431, 1
4, 1085, 20, 1
1, 1098, 714, 1
2, 870, 704, 1
3, 819, 614, 1
4, 1085, 20, 1
5, 923, 442, 1
1, 1098, 714, 1
2, 870, 703, 1
3, 769, 705, 1
4, 1085, 20, 1
5, 923, 442, 1
6, 955, 16, 1
1, 1098, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
5, 923, 442, 1
6, 908, 98, 1
7, 743, 19, 1
1, 1098, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
5, 923, 442, 1
6, 880, 210, 1
7, 732, 97, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
5, 923, 441, 1
6, 780, 279, 1
7, 732, 127, 2
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
5, 803, 478, 1
6, 933, 439, 1
7, 732, 157, 2
8, 739, 371, 1
1, 1097, 714, 1
2, 872, 704, 1
4, 1086, 20, 1
5, 795, 632, 1
6, 923, 442, 1
7, 732, 187, 2
8, 726, 492, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 217, 2
8, 697, 612, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 247, 2
8, 679, 706, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 277, 2
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 307, 2
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 337, 2
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 367, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 397, 2
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 427, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 457, 2
1, 1098, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 487, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 517, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 547, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 577, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
7, 732, 607, 2
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 441, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
9, 956, 36, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 441, 1
9, 927, 128, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 441, 1
9, 882, 278, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 937, 444, 1
9, 837, 447, 1
10, 789, 54, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
9, 803, 610, 1
10, 739, 190, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
10, 698, 351, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
10, 665, 515, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
10, 626, 663, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
11, 899, 23, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
11, 868, 117, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
11, 842, 255, 1
12, 928, 21, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 931, 443, 1
11, 815, 394, 1
12, 887, 57, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
11, 804, 544, 1
12, 870, 159, 1
1, 1097, 714, 1
2, 881, 702, 1
4, 1085, 20, 1
6, 923, 442, 1
11, 780, 676, 1
12, 848, 264, 1
13, 683, 32, 1
1, 1098, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 924, 442, 1
12, 815, 366, 1
13, 645, 74, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
12, 785, 472, 1
13, 605, 166, 1
1, 1098, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
12, 755, 578, 1
13, 581, 236, 1
1, 1098, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
12, 726, 672, 1
13, 567, 320, 1
1, 1098, 714, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
13, 555, 407, 1
1, 1097, 714, 1
2, 869, 703, 1
4, 1101, 22, 1
6, 923, 442, 1
13, 549, 507, 1
14, 1000, 36, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
13, 549, 607, 1
14, 1025, 167, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1085, 20, 1
6, 923, 442, 1
13, 535, 700, 1
14, 1047, 336, 1
15, 826, 7, 1
1, 1097, 714, 1
2, 870, 703, 1
4, 1086, 20, 1
6, 1065, 528, 1
14, 923, 442, 1
15, 797, 97, 1
2, 869, 703, 1
4, 1085, 20, 1
6, 1080, 683, 1
14, 923, 442, 1
15, 792, 262, 1
2, 870, 703, 1
4, 1086, 20, 1
6, 1097, 714, 1
14, 927, 441, 1
15, 783, 431, 1
16, 993, 7, 1
2, 869, 703, 1
4, 1173, 57, 1
6, 1098, 714, 1
14, 923, 442, 1
15, 773, 618, 1
16, 959, 89, 1
17, 1083, 21, 1
2, 869, 703, 1
4, 1183, 189, 1
6, 1097, 714, 1
14, 923, 442, 1
16, 901, 238, 1
17, 1132, 52, 1
18, 1052, 14, 1
19, 937, 11, 1
2, 870, 703, 1
4, 1202, 358, 1
6, 1098, 714, 1
14, 926, 443, 1
16, 839, 395, 1
17, 1108, 135, 1
18, 1085, 19, 1
19, 953, 78, 1
2, 870, 703, 1
4, 1207, 523, 1
6, 1097, 714, 1
14, 923, 442, 1
16, 782, 568, 1
17, 1099, 259, 1
18, 1080, 41, 1
19, 940, 192, 1
20, 1304, 24, 1
21, 754, 56, 1
2, 870, 703, 1
4, 1213, 688, 1
6, 1096, 714, 1
14, 923, 441, 1
16, 719, 691, 1
17, 1087, 386, 1
18, 1101, 115, 1
19, 924, 307, 1
20, 1297, 146, 1
21, 738, 195, 1
22, 947, 12, 1
23, 732, 47, 1
2, 869, 703, 1
6, 1095, 714, 1
14, 955, 489, 1
17, 1073, 522, 1
18, 1076, 208, 1
19, 993, 439, 1
20, 1290, 286, 1
21, 727, 344, 1
22, 1145, 40, 1
23, 746, 135, 1
24, 872, 459, 1
25, 909, 381, 1
26, 1144, 357, 1
27, 1067, 18, 1
28, 978, 56, 1
2, 869, 703, 1
14, 918, 556, 1
17, 1052, 652, 1
18, 1076, 238, 2
19, 993, 469, 2
20, 1290, 316, 2
21, 721, 491, 1
22, 1075, 170, 1
23, 756, 249, 1
24, 872, 489, 2
25, 923, 441, 1
26, 1078, 368, 1
27, 1085, 20, 1
28, 978, 86, 2
29, 921, 30, 1
14, 928, 668, 1
17, 1087, 714, 1
18, 1121, 344, 1
19, 1066, 549, 1
20, 1290, 346, 2
21, 716, 645, 1
22, 1001, 276, 1
23, 771, 364, 1
24, 872, 519, 2
25, 923, 441, 1
26, 1078, 398, 2
27, 1093, 38, 1
28, 929, 129, 1
29, 921, 60, 2
14, 869, 703, 1
17, 1213, 707, 1
18, 1121, 374, 2
19, 1044, 698, 1
20, 1290, 376, 2
22, 1004, 403, 1
23, 782, 480, 1
24, 872, 549, 2
25, 907, 446, 1
26, 1124, 515, 1
27, 1093, 68, 2
28, 923, 256, 1
29, 921, 90, 2
30, 1075, 21, 1
14, 869, 703, 1
18, 1121, 404, 2
20, 1290, 406, 2
22, 929, 455, 1
23, 782, 510, 2
24, 798, 590, 1
25, 1006, 574, 1
26, 1124, 662, 1
27, 1162, 178, 1
28, 900, 349, 1
29, 955, 169, 1
30, 1085, 21, 1
31, 1048, 319, 1
18, 1052, 513, 1
20, 1290, 436, 2
22, 858, 497, 1
23, 782, 540, 2
24, 795, 685, 1
25, 996, 703, 1
26, 1104, 713, 1
27, 1162, 208, 2
28, 946, 434, 1
29, 940, 326, 1
30, 1085, 21, 1
31, 1141, 342, 1
18, 1044, 679, 1
20, 1290, 466, 2
22, 857, 590, 1
23, 782, 570, 2
24, 870, 704, 1
27, 1162, 238, 2
28, 914, 432, 1
29, 940, 356, 2
30, 1085, 20, 1
31, 1113, 514, 1
32, 979, 7, 1
20, 1290, 496, 2
22, 917, 644, 1
23, 782, 600, 2
27, 1162, 268, 2
28, 923, 441, 1
29, 940, 386, 2
30, 1086, 20, 1
31, 1082, 666, 1
32, 992, 109, 1
33, 694, 88, 1
34, 837, 13, 1
20, 1290, 526, 2
22, 869, 703, 1
27, 1162, 298, 2
28, 923, 471, 2
29, 923, 441, 1
30, 1085, 21, 1
31, 1094, 714, 1
32, 980, 275, 1
33, 703, 255, 1
34, 769, 88, 1
35, 920, 30, 1
20, 1290, 556, 2
22, 869, 703, 1
27, 1162, 328, 2
28, 996, 500, 1
29, 887, 446, 1
30, 1085, 21, 1
31, 1095, 714, 1
32, 980, 305, 2
33, 712, 429, 1
34, 767, 245, 1
35, 942, 107, 1
36, 816, 37, 1
20, 1290, 586, 2
22, 869, 703, 1
27, 1162, 358, 2
28, 959, 649, 1
29, 923, 441, 1
30, 1192, 30, 1
31, 1094, 713, 1
32, 980, 335, 2
33, 722, 608, 1
34, 761, 426, 1
35, 978, 215, 1
36, 809, 133, 1
37, 1085, 21, 1
20, 1290, 616, 2
